"id_proposicoesAfetadas","uri_proposicoesAfetadas","siglaTipo_proposicoesAfetadas","codTipo_proposicoesAfetadas","numero_proposicoesAfetadas","ano_proposicoesAfetadas","ementa_proposicoesAfetadas","id_votacao"
2345680,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2345680","PDL",557,3,2023,"Susta o Decreto nº 11.366, de 1º de janeiro 2023, que limita o registro e a aquisição de armas de fogos.","2357898-11"
2357898,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2357898","REQ",392,1283,2023,"Requer regime de urgência para apreciação do Projeto de Decreto Legislativo nº 3\23, de autoria do Deputado Sanderson que “Susta o Decreto nº 11.366, de 1º de janeiro 2023, que limita o registro e a aquisição de
armas de fogos”.","2357898-11"
