"id_proposicoesAfetadas","uri_proposicoesAfetadas","siglaTipo_proposicoesAfetadas","codTipo_proposicoesAfetadas","numero_proposicoesAfetadas","ano_proposicoesAfetadas","ementa_proposicoesAfetadas","id_votacao"
2417025,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417025","PL",139,81,2024,"Altera a Lei nº 11.482, de 31 de maio de 2007, a fim de assegurar a atualização automática da faixa de isenção do Imposto de de Renda das pessoas físicas (IRPF) ao valor de 2 (dois) salários mínimos.","2420577-7"
2420577,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420577","REC",375,3,2024,"Requeiro nos termos regimentais, recurso contra apreciação com parecer terminativo pela inadmissibilidade as emendas de plenário apresentadas ao PL 81/2024.","2420577-7"
