"id_objetosPossiveis","uri_objetosPossiveis","siglaTipo_objetosPossiveis","codTipo_objetosPossiveis","numero_objetosPossiveis","ano_objetosPossiveis","ementa_objetosPossiveis","id_votacao"
2377258,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2377258","OBJ",460,4,2023,"Eleição para Membro do Conselho Nacional do Ministério Público.","2377258-4"
