"id_proposicoesAfetadas","uri_proposicoesAfetadas","siglaTipo_proposicoesAfetadas","codTipo_proposicoesAfetadas","numero_proposicoesAfetadas","ano_proposicoesAfetadas","ementa_proposicoesAfetadas","id_votacao"
2076877,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2076877","PLP",140,221,2016,"Inclui como objetivo do Fundo de Combate e Erradicação da Pobreza a aplicação de recursos na superação das desigualdades raciais.","2375630-8"
2375630,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2375630","REQ",392,2380,2023,"Requer regime de urgência para a apreciação do Projeto de Lei Complementar nº 221, de 2016, que Inclui como objetivo do Fundo de Combate e Erradicação da Pobreza a aplicação de recursos na superação das desigualdades raciais.","2375630-8"
