"id_proposicoesAfetadas","uri_proposicoesAfetadas","siglaTipo_proposicoesAfetadas","codTipo_proposicoesAfetadas","numero_proposicoesAfetadas","ano_proposicoesAfetadas","ementa_proposicoesAfetadas","id_votacao"
2190895,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2190895","PL",139,335,2019,"Acrescenta inciso ao § 1º do art. 5º da Lei nº 9.394, de 20 de dezembro de 1996, de diretrizes e bases da educação nacional, para determinar ao poder público a obrigação de divulgar a lista de espera, por vagas, nos estabelecimentos de Educação Básica de suas redes de ensino.","2377516-12"
2377516,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2377516","REQ",392,2453,2023,"Com base no art. 155 do Regimento Interno, requeremos regime de urgência para a apreciação do PL 335/2019.","2377516-12"
