"id_objetosPossiveis","uri_objetosPossiveis","siglaTipo_objetosPossiveis","codTipo_objetosPossiveis","numero_objetosPossiveis","ano_objetosPossiveis","ementa_objetosPossiveis","id_proposicoesAfetadas","uri_proposicoesAfetadas","siglaTipo_proposicoesAfetadas","codTipo_proposicoesAfetadas","numero_proposicoesAfetadas","ano_proposicoesAfetadas","ementa_proposicoesAfetadas","id_votacao"
2415344,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2415344","RPD",332,12,0,"Requerimento de Votação Nominal - PL 4994/2023",2395883,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2395883","PL",139,4994,2023,"Reconhece a rodovia BR-319-RO/AM como infraestrutura crítica, indispensável à segurança nacional e estabelece a garantia de sua trafegabilidade nas condições que especifica.","2395883-58"
2415330,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2415330","DTQ",846,2,0,"Destaque para Votação em Separado - PL 4994/2023",2395883,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2395883","PL",139,4994,2023,"Reconhece a rodovia BR-319-RO/AM como infraestrutura crítica, indispensável à segurança nacional e estabelece a garantia de sua trafegabilidade nas condições que especifica.","2395883-58"
2415331,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2415331","RPD",332,11,0,"Requerimento de Votação Nominal-Destaque para Votação em Separado - PL 4994/2023",2395883,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2395883","PL",139,4994,2023,"Reconhece a rodovia BR-319-RO/AM como infraestrutura crítica, indispensável à segurança nacional e estabelece a garantia de sua trafegabilidade nas condições que especifica.","2395883-58"
2415317,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2415317","RPD",890,10,0,"Requerimento para Retirada de Tramitação de Proposição - PL 4994/2023",2395883,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2395883","PL",139,4994,2023,"Reconhece a rodovia BR-319-RO/AM como infraestrutura crítica, indispensável à segurança nacional e estabelece a garantia de sua trafegabilidade nas condições que especifica.","2395883-58"
2415303,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2415303","PRLP",891,2,0,"Reconhece a rodovia BR-319-RO/AM como infraestrutura crítica, indispensável à segurança nacional e estabelece a garantia de sua trafegabilidade nas condições que especifica.",2395883,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2395883","PL",139,4994,2023,"Reconhece a rodovia BR-319-RO/AM como infraestrutura crítica, indispensável à segurança nacional e estabelece a garantia de sua trafegabilidade nas condições que especifica.","2395883-58"
2415276,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2415276","DTQ",846,1,0,"Destaque para Votação em Separado - PL 4994/2023",2395883,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2395883","PL",139,4994,2023,"Reconhece a rodovia BR-319-RO/AM como infraestrutura crítica, indispensável à segurança nacional e estabelece a garantia de sua trafegabilidade nas condições que especifica.","2395883-58"
2415280,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2415280","RPD",332,9,0,"Requerimento de Votação Nominal-Destaque para Votação em Separado - PL 4994/2023",2395883,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2395883","PL",139,4994,2023,"Reconhece a rodovia BR-319-RO/AM como infraestrutura crítica, indispensável à segurança nacional e estabelece a garantia de sua trafegabilidade nas condições que especifica.","2395883-58"
2415244,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2415244","RPD",328,7,0,"Requerimento de Retirada de Matéria da Pauta - PL 4994/2023",2395883,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2395883","PL",139,4994,2023,"Reconhece a rodovia BR-319-RO/AM como infraestrutura crítica, indispensável à segurança nacional e estabelece a garantia de sua trafegabilidade nas condições que especifica.","2395883-58"
2415247,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2415247","RPD",332,8,0,"Requerimento de Votação Nominal-Requerimento de Retirada de Matéria da Pauta - PL 4994/2023",2395883,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2395883","PL",139,4994,2023,"Reconhece a rodovia BR-319-RO/AM como infraestrutura crítica, indispensável à segurança nacional e estabelece a garantia de sua trafegabilidade nas condições que especifica.","2395883-58"
2415213,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2415213","RPD",892,1,0,"Requerimento de Adiamento da Discussão Matéria Urgente",2395883,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2395883","PL",139,4994,2023,"Reconhece a rodovia BR-319-RO/AM como infraestrutura crítica, indispensável à segurança nacional e estabelece a garantia de sua trafegabilidade nas condições que especifica.","2395883-58"
2415215,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2415215","RPD",467,2,0,"Requerimento de Adiamento da Votação Matéria Urgente",2395883,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2395883","PL",139,4994,2023,"Reconhece a rodovia BR-319-RO/AM como infraestrutura crítica, indispensável à segurança nacional e estabelece a garantia de sua trafegabilidade nas condições que especifica.","2395883-58"
2415217,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2415217","RPD",328,3,0,"Requerimento de Retirada de Matéria da Pauta - PL 4994/2023",2395883,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2395883","PL",139,4994,2023,"Reconhece a rodovia BR-319-RO/AM como infraestrutura crítica, indispensável à segurança nacional e estabelece a garantia de sua trafegabilidade nas condições que especifica.","2395883-58"
2415219,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2415219","RPD",332,4,0,"Requerimento de Votação Nominal",2395883,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2395883","PL",139,4994,2023,"Reconhece a rodovia BR-319-RO/AM como infraestrutura crítica, indispensável à segurança nacional e estabelece a garantia de sua trafegabilidade nas condições que especifica.","2395883-58"
2415225,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2415225","RPD",332,5,0,"Requerimento de Votação Nominal",2395883,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2395883","PL",139,4994,2023,"Reconhece a rodovia BR-319-RO/AM como infraestrutura crítica, indispensável à segurança nacional e estabelece a garantia de sua trafegabilidade nas condições que especifica.","2395883-58"
2415226,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2415226","RPD",332,6,0,"Requerimento de Votação Nominal",2395883,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2395883","PL",139,4994,2023,"Reconhece a rodovia BR-319-RO/AM como infraestrutura crítica, indispensável à segurança nacional e estabelece a garantia de sua trafegabilidade nas condições que especifica.","2395883-58"
2415034,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2415034","PRLP",891,1,0,"Reconhece a rodovia BR-319-RO/AM como infraestrutura crítica, indispensável à segurança nacional e estabelece a garantia de sua trafegabilidade nas condições que especifica",2395883,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2395883","PL",139,4994,2023,"Reconhece a rodovia BR-319-RO/AM como infraestrutura crítica, indispensável à segurança nacional e estabelece a garantia de sua trafegabilidade nas condições que especifica.","2395883-58"
2415018,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2415018","REQ",313,4339,2023,"Requer, com base no Regimento Interno da Câmara dos Deputados, a inclusão de coautoria ao PL 4.994/2023.",2395883,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2395883","PL",139,4994,2023,"Reconhece a rodovia BR-319-RO/AM como infraestrutura crítica, indispensável à segurança nacional e estabelece a garantia de sua trafegabilidade nas condições que especifica.","2395883-58"
2415336,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2415336","PPP",192,1,0,"Parecer proferido em Plenário pelo Relator, Dep. Capitão Alberto Neto (PL-AM), pela Comissão de Meio Ambiente e Desenvolvimento Sustentável, que conclui pela aprovação, na forma do Substitutivo apresentado.",2395883,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2395883","PL",139,4994,2023,"Reconhece a rodovia BR-319-RO/AM como infraestrutura crítica, indispensável à segurança nacional e estabelece a garantia de sua trafegabilidade nas condições que especifica.","2395883-58"
2415337,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2415337","PPP",192,1,0,"Parecer proferido em Plenário pelo Relator, Dep. Capitão Alberto Neto (PL-AM), pela Comissão da Amazônia e dos Povos Originários e Tradicionais, que conclui pela aprovação, na forma do Substitutivo adotado pelo relator da Comissão de Meio Ambiente e Desenvolvimento Sustentável.",2395883,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2395883","PL",139,4994,2023,"Reconhece a rodovia BR-319-RO/AM como infraestrutura crítica, indispensável à segurança nacional e estabelece a garantia de sua trafegabilidade nas condições que especifica.","2395883-58"
2415338,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2415338","PPP",192,1,0,"Parecer proferido em Plenário pelo Relator, Dep. Capitão Alberto Neto (PL-AM), pela Comissão de Viação e Transportes, que conclui pela aprovação, na forma do Substitutivo adotado pelo relator da Comissão de Meio Ambiente e Desenvolvimento Sustentável.",2395883,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2395883","PL",139,4994,2023,"Reconhece a rodovia BR-319-RO/AM como infraestrutura crítica, indispensável à segurança nacional e estabelece a garantia de sua trafegabilidade nas condições que especifica.","2395883-58"
2415339,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2415339","PPP",192,1,0,"Parecer proferido em Plenário pelo Relator, Dep. Capitão Alberto Neto (PL-AM), pela Comissão de Finanças e Tributação, que conclui pela não implicação da matéria em aumento ou diminuição da receita ou da despesa públicas, não cabendo pronunciamento quanto à adequação financeira e orçamentária.",2395883,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2395883","PL",139,4994,2023,"Reconhece a rodovia BR-319-RO/AM como infraestrutura crítica, indispensável à segurança nacional e estabelece a garantia de sua trafegabilidade nas condições que especifica.","2395883-58"
2415340,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2415340","PPP",192,1,0,"Parecer proferido em Plenário pelo Relator, Dep. Capitão Alberto Neto (PL-AM), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa.",2395883,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2395883","PL",139,4994,2023,"Reconhece a rodovia BR-319-RO/AM como infraestrutura crítica, indispensável à segurança nacional e estabelece a garantia de sua trafegabilidade nas condições que especifica.","2395883-58"
2416042,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416042","RDF",197,1,0,"Reconhece a rodovia BR-319 como infraestrutura crítica, indispensável à segurança nacional, e estabelece a garantia de sua trafegabilidade nas condições que especifica; e altera a Lei nº 12.379, de 6 de janeiro de 2011 (Sistema Nacional de Viação).",2395883,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2395883","PL",139,4994,2023,"Reconhece a rodovia BR-319-RO/AM como infraestrutura crítica, indispensável à segurança nacional e estabelece a garantia de sua trafegabilidade nas condições que especifica.","2395883-58"
2396782,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2396782","REQ",392,3584,2023,"Requer regime de urgência para apreciação do PL 4994/2023",2395883,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2395883","PL",139,4994,2023,"Reconhece a rodovia BR-319-RO/AM como infraestrutura crítica, indispensável à segurança nacional e estabelece a garantia de sua trafegabilidade nas condições que especifica.","2395883-58"
