"id_proposicoesAfetadas","uri_proposicoesAfetadas","siglaTipo_proposicoesAfetadas","codTipo_proposicoesAfetadas","numero_proposicoesAfetadas","ano_proposicoesAfetadas","ementa_proposicoesAfetadas","id_votacao"
2403910,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2403910","PEC",136,45,2019,"Altera o Sistema Tributário Nacional.","2414224-6"
2414224,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2414224","REQ",323,4314,2023,"Quebra de Interstício entre turnos - PEC 45/2019","2414224-6"
