"id_proposicoesAfetadas","uri_proposicoesAfetadas","siglaTipo_proposicoesAfetadas","codTipo_proposicoesAfetadas","numero_proposicoesAfetadas","ano_proposicoesAfetadas","ementa_proposicoesAfetadas","id_votacao"
2345499,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2345499","PL",139,1604,2022,"Altera a Lei nº 11.340, de 7 de agosto de 2006 (Lei Maria da Penha), para dispor sobre as medidas protetivas de urgência e estabelecer que a causa ou a motivação dos atos de violência e a condição do ofensor ou da ofendida não excluem a aplicação da Lei.","2350706-6"
2350706,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350706","REQ",392,526,2023,"Requer regime de urgência para apreciação do PL 1604/2022.","2350706-6"
