"id_objetosPossiveis","uri_objetosPossiveis","siglaTipo_objetosPossiveis","codTipo_objetosPossiveis","numero_objetosPossiveis","ano_objetosPossiveis","ementa_objetosPossiveis","id_votacao"
2372858,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2372858","OBJ",460,3,2023,"Eleição para Membro do Conselho Nacional de Justiça","2372858-4"
