"id_proposicoesAfetadas","uri_proposicoesAfetadas","siglaTipo_proposicoesAfetadas","codTipo_proposicoesAfetadas","numero_proposicoesAfetadas","ano_proposicoesAfetadas","ementa_proposicoesAfetadas","id_votacao"
2196833,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2196833","PEC",136,45,2019,"Altera o Sistema Tributário Nacional e dá outras providências.  NOVA EMENTA: Altera o Sistema Tributário Nacional.","2372099-6"
2372099,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2372099","REQ",323,2150,2023,"Requerimento de Quebra de Interstício para Inclusão de Matéria na Ordem do Dia - PEC 45/2019","2372099-6"
