"id_proposicoesAfetadas","uri_proposicoesAfetadas","siglaTipo_proposicoesAfetadas","codTipo_proposicoesAfetadas","numero_proposicoesAfetadas","ano_proposicoesAfetadas","ementa_proposicoesAfetadas","id_votacao"
2412941,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2412941","PL",139,5996,2023,"Altera a Lei no 9.394, de 20 de dezembro de 1996, que estabelece diretrizes de bases da educação nacional, a fim de regulamentar a utilização de aparelhos tecnológicos dentro das instituições de ensino.","2418084-8"
2418084,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2418084","REQ",392,284,2024,"Requer regime de urgência para a apreciação do Projeto de Lei nº 5996, de 2023, que ""Altera a Lei no 9.394, de 20 de dezembro de 1996, que estabelece diretrizes de bases da educação nacional, a fim de regulamentar a utilização de aparelhos tecnológicos dentro das instituições de ensino"".","2418084-8"
