"id_proposicoesAfetadas","uri_proposicoesAfetadas","siglaTipo_proposicoesAfetadas","codTipo_proposicoesAfetadas","numero_proposicoesAfetadas","ano_proposicoesAfetadas","ementa_proposicoesAfetadas","id_votacao"
2256735,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2256735","PL",139,2630,2020,"Institui a Lei Brasileira de Liberdade, Responsabilidade e Transparência na Internet.","2310837-8"
2310837,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2310837","REQ",391,2721,2021,"Requeremos a Vossa Excelência, nos termos do artigo 154 inciso II, do Regimento Interno da Câmara dos Deputados, urgência para apreciação do Projeto de Lei nº 2630/2020, que “Institui a Lei Brasileira de Liberdade, Responsabilidade e Transparência na Internet.”.","2310837-8"
