"id_proposicoesAfetadas","uri_proposicoesAfetadas","siglaTipo_proposicoesAfetadas","codTipo_proposicoesAfetadas","numero_proposicoesAfetadas","ano_proposicoesAfetadas","ementa_proposicoesAfetadas","id_votacao"
2424079,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2424079","PL",139,1026,2024,"Altera a Lei nº 14.148, de 3 de maio de 2021, para estabelecer alíquotas reduzidas no âmbito do Programa Emergencial de Retomada do Setor de Eventos - Perse.  NOVA EMENTA: Altera a Lei nº 14.148, de 3 de maio de 2021, para estabelecer alíquotas reduzidas no âmbito do Programa Emergencial de Retomada do Setor de Eventos - Perse; e revoga dispositivo da Medida Provisória nº 1.202, de 28 de dezembro de 2023.","2424952-8"
2424952,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2424952","REQ",392,997,2024,"Requer, nos termos do artigo 155 do Regimento Interno, tramitação sob o regime urgência do Projeto de Lei nº 1.026, de 2024.","2424952-8"
