"id_proposicoesAfetadas","uri_proposicoesAfetadas","siglaTipo_proposicoesAfetadas","codTipo_proposicoesAfetadas","numero_proposicoesAfetadas","ano_proposicoesAfetadas","ementa_proposicoesAfetadas","id_votacao"
2357055,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2357055","PL",139,1987,2023,"Cria funções comissionadas no Quadro de Pessoal do Tribunal de Justiça do Distrito Federal e Territórios.","2358527-8"
2358527,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2358527","REQ",392,1315,2023,"Solicita urgência urgentíssima (art. 155 do Regimento Interno da Câmara dos Deputados) para apreciação do Projeto de Lei nº 1.987, de 2023.","2358527-8"
