"id_proposicoesAfetadas","uri_proposicoesAfetadas","siglaTipo_proposicoesAfetadas","codTipo_proposicoesAfetadas","numero_proposicoesAfetadas","ano_proposicoesAfetadas","ementa_proposicoesAfetadas","id_votacao"
2358337,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2358337","PL",139,2144,2023,"Altera os artigos 215-A, 216-A, 216-B, 217-A, 218, e do 218-C do Decreto-Lei 2.848, de 7 de dezembro de 1940 –Código Penal, para aumentar as penas dos respectivos delitos
.  NOVA EMENTA: Altera os arts. 215-A, 216-A, 216-B, 217-A, 218 e 218-C do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), para aumentar as penas dos crimes neles previstos.","2406964-10"
2406964,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2406964","REQ",392,4073,2023,"Requer regime de urgência ao Projeto de Lei nº 2144/2023, que “Altera os artigos 215-A, 216-A, 216-B, 217-A, 218, e do 218-C do Decreto-Lei 2.848, de 7 de dezembro de 1940 –Código Penal, para aumentar as penas dos respectivos delitos.”.","2406964-10"
