"id_objetosPossiveis","uri_objetosPossiveis","siglaTipo_objetosPossiveis","codTipo_objetosPossiveis","numero_objetosPossiveis","ano_objetosPossiveis","ementa_objetosPossiveis","id_proposicoesAfetadas","uri_proposicoesAfetadas","siglaTipo_proposicoesAfetadas","codTipo_proposicoesAfetadas","numero_proposicoesAfetadas","ano_proposicoesAfetadas","ementa_proposicoesAfetadas","id_votacao"
2414350,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2414350","DTQ",846,15,0,"Destaque para Votação em Separado - PEC 293/2004 Turno 1",259094,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/259094","PEC",136,293,2004,"Altera o Sistema Tributário Nacional e dá outras providências.  (Desmembramento da PEC nº 255/04, devendo os arts. 3º, 8º e 9º, serem renumerados para 3º, 4º e 5º; e os arts. 146, IV, 150, VI e, 153, § 4º, IV, 158, parágrafo único, I, II, 171-A e parágrafo único, 203, parágrafo único e 216, § 3º, constantes do art. 1º, e os arts., 4º, 5º, 7º, renumerados para 2º, 3º e 4º).","259094-140"
2414349,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2414349","DTQ",846,14,0,"Destaque para Votação em Separado - PEC 293/2004 Turno 1",259094,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/259094","PEC",136,293,2004,"Altera o Sistema Tributário Nacional e dá outras providências.  (Desmembramento da PEC nº 255/04, devendo os arts. 3º, 8º e 9º, serem renumerados para 3º, 4º e 5º; e os arts. 146, IV, 150, VI e, 153, § 4º, IV, 158, parágrafo único, I, II, 171-A e parágrafo único, 203, parágrafo único e 216, § 3º, constantes do art. 1º, e os arts., 4º, 5º, 7º, renumerados para 2º, 3º e 4º).","259094-140"
2414347,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2414347","RPDR",889,10,0,"Requerimento Procedimental Genérico - PEC 293/2004",259094,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/259094","PEC",136,293,2004,"Altera o Sistema Tributário Nacional e dá outras providências.  (Desmembramento da PEC nº 255/04, devendo os arts. 3º, 8º e 9º, serem renumerados para 3º, 4º e 5º; e os arts. 146, IV, 150, VI e, 153, § 4º, IV, 158, parágrafo único, I, II, 171-A e parágrafo único, 203, parágrafo único e 216, § 3º, constantes do art. 1º, e os arts., 4º, 5º, 7º, renumerados para 2º, 3º e 4º).","259094-140"
2414330,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2414330","RPDR",889,7,0,"Requerimento Procedimental Genérico",259094,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/259094","PEC",136,293,2004,"Altera o Sistema Tributário Nacional e dá outras providências.  (Desmembramento da PEC nº 255/04, devendo os arts. 3º, 8º e 9º, serem renumerados para 3º, 4º e 5º; e os arts. 146, IV, 150, VI e, 153, § 4º, IV, 158, parágrafo único, I, II, 171-A e parágrafo único, 203, parágrafo único e 216, § 3º, constantes do art. 1º, e os arts., 4º, 5º, 7º, renumerados para 2º, 3º e 4º).","259094-140"
2414331,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2414331","RPDR",889,8,0,"Requerimento Procedimental Genérico - PEC 293/2004",259094,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/259094","PEC",136,293,2004,"Altera o Sistema Tributário Nacional e dá outras providências.  (Desmembramento da PEC nº 255/04, devendo os arts. 3º, 8º e 9º, serem renumerados para 3º, 4º e 5º; e os arts. 146, IV, 150, VI e, 153, § 4º, IV, 158, parágrafo único, I, II, 171-A e parágrafo único, 203, parágrafo único e 216, § 3º, constantes do art. 1º, e os arts., 4º, 5º, 7º, renumerados para 2º, 3º e 4º).","259094-140"
2414332,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2414332","RPDR",889,9,0,"Requerimento Procedimental Genérico - PEC 293/2004",259094,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/259094","PEC",136,293,2004,"Altera o Sistema Tributário Nacional e dá outras providências.  (Desmembramento da PEC nº 255/04, devendo os arts. 3º, 8º e 9º, serem renumerados para 3º, 4º e 5º; e os arts. 146, IV, 150, VI e, 153, § 4º, IV, 158, parágrafo único, I, II, 171-A e parágrafo único, 203, parágrafo único e 216, § 3º, constantes do art. 1º, e os arts., 4º, 5º, 7º, renumerados para 2º, 3º e 4º).","259094-140"
2414327,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2414327","DTQ",1012,13,0,"Destaque de Preferência - PEC 45/2019 (Fase 2 - CD) Turno 1",259094,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/259094","PEC",136,293,2004,"Altera o Sistema Tributário Nacional e dá outras providências.  (Desmembramento da PEC nº 255/04, devendo os arts. 3º, 8º e 9º, serem renumerados para 3º, 4º e 5º; e os arts. 146, IV, 150, VI e, 153, § 4º, IV, 158, parágrafo único, I, II, 171-A e parágrafo único, 203, parágrafo único e 216, § 3º, constantes do art. 1º, e os arts., 4º, 5º, 7º, renumerados para 2º, 3º e 4º).","259094-140"
2414321,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2414321","DTQ",846,12,0,"Destaque para Votação em Separado - PEC 45/2019 (Fase 2 - CD) Turno 1",259094,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/259094","PEC",136,293,2004,"Altera o Sistema Tributário Nacional e dá outras providências.  (Desmembramento da PEC nº 255/04, devendo os arts. 3º, 8º e 9º, serem renumerados para 3º, 4º e 5º; e os arts. 146, IV, 150, VI e, 153, § 4º, IV, 158, parágrafo único, I, II, 171-A e parágrafo único, 203, parágrafo único e 216, § 3º, constantes do art. 1º, e os arts., 4º, 5º, 7º, renumerados para 2º, 3º e 4º).","259094-140"
2414315,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2414315","DTQ",846,11,0,"Destaque para Votação em Separado - PEC 293/2004 Turno 1",259094,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/259094","PEC",136,293,2004,"Altera o Sistema Tributário Nacional e dá outras providências.  (Desmembramento da PEC nº 255/04, devendo os arts. 3º, 8º e 9º, serem renumerados para 3º, 4º e 5º; e os arts. 146, IV, 150, VI e, 153, § 4º, IV, 158, parágrafo único, I, II, 171-A e parágrafo único, 203, parágrafo único e 216, § 3º, constantes do art. 1º, e os arts., 4º, 5º, 7º, renumerados para 2º, 3º e 4º).","259094-140"
2414309,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2414309","DTQ",846,10,0,"Destaque para Votação em Separado - PEC 293/2004 Turno 1",259094,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/259094","PEC",136,293,2004,"Altera o Sistema Tributário Nacional e dá outras providências.  (Desmembramento da PEC nº 255/04, devendo os arts. 3º, 8º e 9º, serem renumerados para 3º, 4º e 5º; e os arts. 146, IV, 150, VI e, 153, § 4º, IV, 158, parágrafo único, I, II, 171-A e parágrafo único, 203, parágrafo único e 216, § 3º, constantes do art. 1º, e os arts., 4º, 5º, 7º, renumerados para 2º, 3º e 4º).","259094-140"
2414308,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2414308","DTQ",846,9,0,"Destaque para Votação em Separado - PEC 293/2004 Turno 1",259094,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/259094","PEC",136,293,2004,"Altera o Sistema Tributário Nacional e dá outras providências.  (Desmembramento da PEC nº 255/04, devendo os arts. 3º, 8º e 9º, serem renumerados para 3º, 4º e 5º; e os arts. 146, IV, 150, VI e, 153, § 4º, IV, 158, parágrafo único, I, II, 171-A e parágrafo único, 203, parágrafo único e 216, § 3º, constantes do art. 1º, e os arts., 4º, 5º, 7º, renumerados para 2º, 3º e 4º).","259094-140"
2414297,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2414297","DTQ",846,8,0,"Destaque para Votação em Separado - PEC 45/2019 (Fase 2 - CD) Turno 1",259094,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/259094","PEC",136,293,2004,"Altera o Sistema Tributário Nacional e dá outras providências.  (Desmembramento da PEC nº 255/04, devendo os arts. 3º, 8º e 9º, serem renumerados para 3º, 4º e 5º; e os arts. 146, IV, 150, VI e, 153, § 4º, IV, 158, parágrafo único, I, II, 171-A e parágrafo único, 203, parágrafo único e 216, § 3º, constantes do art. 1º, e os arts., 4º, 5º, 7º, renumerados para 2º, 3º e 4º).","259094-140"
2414292,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2414292","RPDR",889,6,0,"Requerimento Procedimental Genérico - PEC 45/2019 (Fase 2 - CD)",259094,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/259094","PEC",136,293,2004,"Altera o Sistema Tributário Nacional e dá outras providências.  (Desmembramento da PEC nº 255/04, devendo os arts. 3º, 8º e 9º, serem renumerados para 3º, 4º e 5º; e os arts. 146, IV, 150, VI e, 153, § 4º, IV, 158, parágrafo único, I, II, 171-A e parágrafo único, 203, parágrafo único e 216, § 3º, constantes do art. 1º, e os arts., 4º, 5º, 7º, renumerados para 2º, 3º e 4º).","259094-140"
2414217,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2414217","RPD",328,4,0,"Requerimento de Retirada de Matéria da Pauta - PEC 45/2019 (Fase 2 - CD) Turno 2",259094,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/259094","PEC",136,293,2004,"Altera o Sistema Tributário Nacional e dá outras providências.  (Desmembramento da PEC nº 255/04, devendo os arts. 3º, 8º e 9º, serem renumerados para 3º, 4º e 5º; e os arts. 146, IV, 150, VI e, 153, § 4º, IV, 158, parágrafo único, I, II, 171-A e parágrafo único, 203, parágrafo único e 216, § 3º, constantes do art. 1º, e os arts., 4º, 5º, 7º, renumerados para 2º, 3º e 4º).","259094-140"
2414222,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2414222","RPD",332,5,0,"Requerimento de Votação Nominal-Requerimento de Retirada de Matéria da Pauta - PEC 45/2019 (Fase 2 - CD) Turno 2 Turno 2",259094,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/259094","PEC",136,293,2004,"Altera o Sistema Tributário Nacional e dá outras providências.  (Desmembramento da PEC nº 255/04, devendo os arts. 3º, 8º e 9º, serem renumerados para 3º, 4º e 5º; e os arts. 146, IV, 150, VI e, 153, § 4º, IV, 158, parágrafo único, I, II, 171-A e parágrafo único, 203, parágrafo único e 216, § 3º, constantes do art. 1º, e os arts., 4º, 5º, 7º, renumerados para 2º, 3º e 4º).","259094-140"
2414187,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2414187","DTQ",846,7,0,"Destaque para Votação em Separado - PEC 293/2004 Turno 1",259094,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/259094","PEC",136,293,2004,"Altera o Sistema Tributário Nacional e dá outras providências.  (Desmembramento da PEC nº 255/04, devendo os arts. 3º, 8º e 9º, serem renumerados para 3º, 4º e 5º; e os arts. 146, IV, 150, VI e, 153, § 4º, IV, 158, parágrafo único, I, II, 171-A e parágrafo único, 203, parágrafo único e 216, § 3º, constantes do art. 1º, e os arts., 4º, 5º, 7º, renumerados para 2º, 3º e 4º).","259094-140"
2414185,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2414185","DTQ",846,6,0,"Destaque para Votação em Separado - PEC 293/2004 Turno 1",259094,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/259094","PEC",136,293,2004,"Altera o Sistema Tributário Nacional e dá outras providências.  (Desmembramento da PEC nº 255/04, devendo os arts. 3º, 8º e 9º, serem renumerados para 3º, 4º e 5º; e os arts. 146, IV, 150, VI e, 153, § 4º, IV, 158, parágrafo único, I, II, 171-A e parágrafo único, 203, parágrafo único e 216, § 3º, constantes do art. 1º, e os arts., 4º, 5º, 7º, renumerados para 2º, 3º e 4º).","259094-140"
2413903,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2413903","RPD",892,1,0,"Requerimento de Adiamento da Discussão Matéria Urgente - PEC 293/2004 Turno 1",259094,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/259094","PEC",136,293,2004,"Altera o Sistema Tributário Nacional e dá outras providências.  (Desmembramento da PEC nº 255/04, devendo os arts. 3º, 8º e 9º, serem renumerados para 3º, 4º e 5º; e os arts. 146, IV, 150, VI e, 153, § 4º, IV, 158, parágrafo único, I, II, 171-A e parágrafo único, 203, parágrafo único e 216, § 3º, constantes do art. 1º, e os arts., 4º, 5º, 7º, renumerados para 2º, 3º e 4º).","259094-140"
2413912,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2413912","RPD",328,2,0,"Requerimento de Retirada de Matéria da Pauta - PEC 293/2004 Turno 1",259094,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/259094","PEC",136,293,2004,"Altera o Sistema Tributário Nacional e dá outras providências.  (Desmembramento da PEC nº 255/04, devendo os arts. 3º, 8º e 9º, serem renumerados para 3º, 4º e 5º; e os arts. 146, IV, 150, VI e, 153, § 4º, IV, 158, parágrafo único, I, II, 171-A e parágrafo único, 203, parágrafo único e 216, § 3º, constantes do art. 1º, e os arts., 4º, 5º, 7º, renumerados para 2º, 3º e 4º).","259094-140"
2413919,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2413919","RPD",467,3,0,"Requerimento de Adiamento da Votação Matéria Urgente - PEC 293/2004 Turno 1",259094,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/259094","PEC",136,293,2004,"Altera o Sistema Tributário Nacional e dá outras providências.  (Desmembramento da PEC nº 255/04, devendo os arts. 3º, 8º e 9º, serem renumerados para 3º, 4º e 5º; e os arts. 146, IV, 150, VI e, 153, § 4º, IV, 158, parágrafo único, I, II, 171-A e parágrafo único, 203, parágrafo único e 216, § 3º, constantes do art. 1º, e os arts., 4º, 5º, 7º, renumerados para 2º, 3º e 4º).","259094-140"
2413867,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2413867","DTQ",846,3,0,"Destaque para Votação em Separado - PEC 45/2019 (Fase 2 - CD) Turno 1",259094,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/259094","PEC",136,293,2004,"Altera o Sistema Tributário Nacional e dá outras providências.  (Desmembramento da PEC nº 255/04, devendo os arts. 3º, 8º e 9º, serem renumerados para 3º, 4º e 5º; e os arts. 146, IV, 150, VI e, 153, § 4º, IV, 158, parágrafo único, I, II, 171-A e parágrafo único, 203, parágrafo único e 216, § 3º, constantes do art. 1º, e os arts., 4º, 5º, 7º, renumerados para 2º, 3º e 4º).","259094-140"
2413868,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2413868","DTQ",846,4,0,"Destaque para Votação em Separado - PEC 45/2019 (Fase 2 - CD) Turno 1",259094,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/259094","PEC",136,293,2004,"Altera o Sistema Tributário Nacional e dá outras providências.  (Desmembramento da PEC nº 255/04, devendo os arts. 3º, 8º e 9º, serem renumerados para 3º, 4º e 5º; e os arts. 146, IV, 150, VI e, 153, § 4º, IV, 158, parágrafo único, I, II, 171-A e parágrafo único, 203, parágrafo único e 216, § 3º, constantes do art. 1º, e os arts., 4º, 5º, 7º, renumerados para 2º, 3º e 4º).","259094-140"
2413869,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2413869","DTQ",846,5,0,"Destaque para Votação em Separado - PEC 45/2019 (Fase 2 - CD) Turno 1",259094,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/259094","PEC",136,293,2004,"Altera o Sistema Tributário Nacional e dá outras providências.  (Desmembramento da PEC nº 255/04, devendo os arts. 3º, 8º e 9º, serem renumerados para 3º, 4º e 5º; e os arts. 146, IV, 150, VI e, 153, § 4º, IV, 158, parágrafo único, I, II, 171-A e parágrafo único, 203, parágrafo único e 216, § 3º, constantes do art. 1º, e os arts., 4º, 5º, 7º, renumerados para 2º, 3º e 4º).","259094-140"
2413861,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2413861","DTQ",846,2,0,"Destaque para Votação em Separado - PEC 45/2019 (Fase 2 - CD) Turno 1",259094,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/259094","PEC",136,293,2004,"Altera o Sistema Tributário Nacional e dá outras providências.  (Desmembramento da PEC nº 255/04, devendo os arts. 3º, 8º e 9º, serem renumerados para 3º, 4º e 5º; e os arts. 146, IV, 150, VI e, 153, § 4º, IV, 158, parágrafo único, I, II, 171-A e parágrafo único, 203, parágrafo único e 216, § 3º, constantes do art. 1º, e os arts., 4º, 5º, 7º, renumerados para 2º, 3º e 4º).","259094-140"
2413838,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2413838","DTQ",846,1,0,"Destaque para Votação em Separado - PEC 45/2019 (Fase 2 - CD) Turno 1",259094,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/259094","PEC",136,293,2004,"Altera o Sistema Tributário Nacional e dá outras providências.  (Desmembramento da PEC nº 255/04, devendo os arts. 3º, 8º e 9º, serem renumerados para 3º, 4º e 5º; e os arts. 146, IV, 150, VI e, 153, § 4º, IV, 158, parágrafo único, I, II, 171-A e parágrafo único, 203, parágrafo único e 216, § 3º, constantes do art. 1º, e os arts., 4º, 5º, 7º, renumerados para 2º, 3º e 4º).","259094-140"
2200561,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2200561","REQ",304,1406,2019,"Requer a apensação da PEC nº 45 de 2019 à PEC nº 293-A , de 2004",259094,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/259094","PEC",136,293,2004,"Altera o Sistema Tributário Nacional e dá outras providências.  (Desmembramento da PEC nº 255/04, devendo os arts. 3º, 8º e 9º, serem renumerados para 3º, 4º e 5º; e os arts. 146, IV, 150, VI e, 153, § 4º, IV, 158, parágrafo único, I, II, 171-A e parágrafo único, 203, parágrafo único e 216, § 3º, constantes do art. 1º, e os arts., 4º, 5º, 7º, renumerados para 2º, 3º e 4º).","259094-140"
