"id_proposicoesAfetadas","uri_proposicoesAfetadas","siglaTipo_proposicoesAfetadas","codTipo_proposicoesAfetadas","numero_proposicoesAfetadas","ano_proposicoesAfetadas","ementa_proposicoesAfetadas","id_votacao"
2424081,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2424081","PL",139,1027,2024,"Altera a Lei nº 8.212, de 24 de julho de 1991, para estabelecer alíquotas reduzidas da contribuição previdenciária aplicável a determinados Municípios.","2424953-8"
2424953,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2424953","REQ",392,998,2024,"Requer, nos termos do artigo 155 do Regimento Interno, tramitação sob o regime urgência do Projeto de Lei nº 1.027, de 2024.","2424953-8"
