"id_proposicoesAfetadas","uri_proposicoesAfetadas","siglaTipo_proposicoesAfetadas","codTipo_proposicoesAfetadas","numero_proposicoesAfetadas","ano_proposicoesAfetadas","ementa_proposicoesAfetadas","id_votacao"
2419246,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419246","PL",139,561,2024,"Cria a Semana Nacional da Maternidade Atípica","2419525-7"
2419525,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419525","REQ",392,640,2024,"Requer, nos termos do artigo 155 do Regimento Interno da Câmara dos Deputados, que seja incluído automaticamente na Ordem do Dia o Projeto de Lei nº 561/2024, que cria a Semana Nacional da Maternidade Atípica.","2419525-7"
