"id_proposicoesAfetadas","uri_proposicoesAfetadas","siglaTipo_proposicoesAfetadas","codTipo_proposicoesAfetadas","numero_proposicoesAfetadas","ano_proposicoesAfetadas","ementa_proposicoesAfetadas","id_votacao"
2350470,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350470","PDL",557,65,2023,"Susta parcialmente os efeitos da Resolução Normativa nº 1.000, de 07 de dezembro de 2021, que estabelece as Regras de Prestação do Serviço Público de Distribuição de Energia Elétrica, particularmente dispositivos nela incluídos por meio da Resolução Normativa nº 1.059, de 10 de fevereiro de 2023, que regula a Lei nº 14.300/2022.","2354899-8"
2354899,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2354899","REQ",392,1047,2023,"Requer Urgência para apreciação do PDL 65/2023 – que “Susta parcialmente os efeitos da Resolução Normativa nº 1.000, de 07 de dezembro de 2021, que estabelece as Regras de Prestação do Serviço Público de Distribuição de Energia Elétrica, particularmente dispositivos nela incluídos por meio da Resolução Normativa nº 1.059, de 10 de fevereiro de 2023, que regula a Lei nº 14.300/2022”.","2354899-8"
