"id_proposicoesAfetadas","uri_proposicoesAfetadas","siglaTipo_proposicoesAfetadas","codTipo_proposicoesAfetadas","numero_proposicoesAfetadas","ano_proposicoesAfetadas","ementa_proposicoesAfetadas","id_votacao"
2369016,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2369016","PL",139,3050,2023,"Altera a Lei nº 14.254, de 30 de novembro de 2021, que	dispõe sobre o acompanhamento integral para educandos com dislexia ou Transtorno do Deficit de Atenção com Hiperatividade (TDAH) ou outro transtorno de aprendizagem, para assegurar a inclusão do Transtorno Opositivo Desafiador (TOD) nos parâmetros da lei.  NOVA EMENTA: Altera a Lei nº 14.254, de 30 de novembro de 2021, a fim de assegurar o acompanhamento integral para educandos com Transtorno Opositivo Desafiador (TOD).","2377675-8"
2377675,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2377675","REQ",392,2467,2023,"Requerimento de Urgência ao PL 3050/2023, que Altera a Lei nº 14.254, de 30 de novembro de 2021, que dispõe sobre o acompanhamento integral para educandos com dislexia ou Transtorno do Deficit de Atenção com Hiperatividade (TDAH) ou outro transtorno de aprendizagem, para assegurar a inclusão do Transtorno Opositivo Desafiador (TOD) nos parâmetros da lei.","2377675-8"
