"id_proposicoesAfetadas","uri_proposicoesAfetadas","siglaTipo_proposicoesAfetadas","codTipo_proposicoesAfetadas","numero_proposicoesAfetadas","ano_proposicoesAfetadas","ementa_proposicoesAfetadas","id_votacao"
2393677,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2393677","PL",139,4831,2023,"Altera a Lei no 9.074, de 7 de julho de 1995 e a Lei no 10.848, de 15 de março de 2004, e dá outras providências.","2415411-9"
2415411,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2415411","REQ",392,4403,2023,"Requer regime de urgência para apreciação do PL nº 4831 de 2023, que “Altera a Lei nº 9.074, de 7 de julho de 1995 e a Lei nº 10.848, de 15 de março de 2004, e dá outras providências”.","2415411-9"
