"id_proposicoesAfetadas","uri_proposicoesAfetadas","siglaTipo_proposicoesAfetadas","codTipo_proposicoesAfetadas","numero_proposicoesAfetadas","ano_proposicoesAfetadas","ementa_proposicoesAfetadas","id_votacao"
2334279,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2334279","PL",139,2342,2022,"Dispõe sobre a criação de funções no Quadro de Pessoal do Conselho Nacional de Justiça.  NOVA EMENTA: Dispõe sobre a criação de funções comissionadas e cargos efetivos no Quadro de Pessoal do Conselho Nacional de Justiça; e altera a Lei nº 11.416, de 15 de dezembro de 2006.","2357639-9"
2357639,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2357639","REQ",392,1256,2023,"Requer, nos termos do artigo 155 do Regimento Interno, tramitação sob o regime urgência do Projeto de Lei nº 2.342, de 2022.","2357639-9"
