"id_objetosPossiveis","uri_objetosPossiveis","siglaTipo_objetosPossiveis","codTipo_objetosPossiveis","numero_objetosPossiveis","ano_objetosPossiveis","ementa_objetosPossiveis","id_proposicoesAfetadas","uri_proposicoesAfetadas","siglaTipo_proposicoesAfetadas","codTipo_proposicoesAfetadas","numero_proposicoesAfetadas","ano_proposicoesAfetadas","ementa_proposicoesAfetadas","id_votacao"
2421962,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421962","PRLP",891,2,0,"Altera a Lei nº 10.406, de 10 de janeiro de 2002 - Código Civil, para dispor sobre atualização monetária e juros.",2416729,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416729","PL",139,6233,2023,"Altera a Lei nº 10.406, de 10 de janeiro de 2002 - Código Civil, para dispor sobre atualização monetária e juros.  NOVA EMENTA: Altera a Lei nº 10.406, de 10 de janeiro de 2002 (Código Civil), para dispor sobre atualização monetária e juros.","2416729-28"
2421984,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421984","PPP",192,1,0,"Parecer proferido em Plenário pelo Relator, Dep. Pedro Paulo (PSD-RJ), pela Comissão de Finanças e Tributação, que conclui pela não implicação financeira ou orçamentária da matéria em aumento ou diminuição da receita e da despesa pública, não cabendo pronunciamento quanto à adequação financeira ou orçamentária; e, no mérito, pela aprovação do Projeto de Lei n. 6.233/2023, na forma do Substitutivo apresentado.",2416729,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416729","PL",139,6233,2023,"Altera a Lei nº 10.406, de 10 de janeiro de 2002 - Código Civil, para dispor sobre atualização monetária e juros.  NOVA EMENTA: Altera a Lei nº 10.406, de 10 de janeiro de 2002 (Código Civil), para dispor sobre atualização monetária e juros.","2416729-28"
2421985,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421985","PPP",192,1,0,"Parecer proferido em Plenário pelo Relator, Dep. Pedro Paulo (PSD-RJ), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e boa técnica legislativa  do Projeto de Lei nº 6.233, de 2023, e do Substitutivo adotado pelo relator da Comissão de Finanças e Tributação; e, no mérito, por sua aprovação, na forma do Substitutivo adotado pelo relator da Comissão de Finanças e Tributação.",2416729,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416729","PL",139,6233,2023,"Altera a Lei nº 10.406, de 10 de janeiro de 2002 - Código Civil, para dispor sobre atualização monetária e juros.  NOVA EMENTA: Altera a Lei nº 10.406, de 10 de janeiro de 2002 (Código Civil), para dispor sobre atualização monetária e juros.","2416729-28"
2422753,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2422753","RDF",197,1,0,"Altera a Lei nº 10.406, de 10 de janeiro de 2002 (Código Civil), para dispor sobre atualização monetária e juros; e dá outras providências.",2416729,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416729","PL",139,6233,2023,"Altera a Lei nº 10.406, de 10 de janeiro de 2002 - Código Civil, para dispor sobre atualização monetária e juros.  NOVA EMENTA: Altera a Lei nº 10.406, de 10 de janeiro de 2002 (Código Civil), para dispor sobre atualização monetária e juros.","2416729-28"
2421441,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421441","PRLP",891,1,0,"Altera a Lei nº 10.406, de 10 de janeiro de 2002 - Código Civil, para dispor sobre atualização monetária e juros.",2416729,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416729","PL",139,6233,2023,"Altera a Lei nº 10.406, de 10 de janeiro de 2002 - Código Civil, para dispor sobre atualização monetária e juros.  NOVA EMENTA: Altera a Lei nº 10.406, de 10 de janeiro de 2002 (Código Civil), para dispor sobre atualização monetária e juros.","2416729-28"
2416730,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416730","MSC",406,702,2023,"Submete à deliberação do Congresso Nacional o texto do projeto de lei que ""Altera a Lei nº 10.406, de 10 de janeiro de 2002 - Código Civil, para dispor sobre atualização monetária e juros."".",2416729,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416729","PL",139,6233,2023,"Altera a Lei nº 10.406, de 10 de janeiro de 2002 - Código Civil, para dispor sobre atualização monetária e juros.  NOVA EMENTA: Altera a Lei nº 10.406, de 10 de janeiro de 2002 (Código Civil), para dispor sobre atualização monetária e juros.","2416729-28"
